period,time,demand_kw,diesel_generation_kw,solar_radiation,min_injection_threshold,injection_condition,pv_injection_potential,theoretical_pv_generation,actual_pv_injection,unused_pv_energy
2019-08,8:00,271.81,400,213.35,208,1,63.81,90.96,63.81,27.15
2019-08,8:15,289.79,400,274.8,208,1,81.79,117.16,81.79,35.37
2019-08,8:30,301.27,700,328.99,364,0,0,140.27,0,140.27
2019-08,8:45,306.91,700,372.26,364,0,0,158.72,0,158.72
2019-08,9:00,309.89,400,424.42,208,1,101.89,180.96,101.89,79.07
2019-08,9:15,314.98,400,466.7,208,1,106.98,198.98,106.98,92
2019-08,9:30,324.21,400,520.26,208,1,116.21,221.82,116.21,105.61
2019-08,9:45,331.58,400,553.7,208,1,123.58,236.08,123.58,112.5
2019-08,10:00,328.98,400,581.42,208,1,120.98,247.89,120.98,126.91
2019-08,10:15,335.89,400,609.34,208,1,127.89,259.8,127.89,131.91
2019-08,10:30,339.01,400,663.98,208,1,131.01,283.09,131.01,152.08
2019-08,10:45,343.87,400,688.88,208,1,135.87,293.71,135.87,157.84
2019-08,11:00,344.28,400,714.31,208,1,136.28,304.55,136.28,168.27
2019-08,11:15,345.74,400,726.1,208,1,137.74,309.58,137.74,171.84
2019-08,11:30,348.51,400,746.71,208,1,140.51,318.37,140.51,177.86
2019-08,11:45,347.37,400,782.01,208,1,139.37,333.42,139.37,194.05
2019-08,12:00,338.63,400,784.8,208,1,130.63,334.61,130.63,203.98
2019-08,12:15,335.74,400,803.97,208,1,127.74,342.78,127.74,215.04
2019-08,12:30,335.25,400,770.64,208,1,127.25,328.57,127.25,201.32
2019-08,12:45,337.19,700,774.77,364,0,0,330.33,0,330.33
2019-08,13:00,338.03,700,746.78,364,0,0,318.4,0,318.4
2019-08,13:15,343.81,700,712.21,364,0,0,303.66,0,303.66
2019-08,13:30,338.5,700,692.51,364,0,0,295.26,0,295.26
2019-08,13:45,337.17,700,672.72,364,0,0,286.82,0,286.82
2019-08,14:00,351.62,700,623.88,364,0,0,266,0,266
2019-08,14:15,360.09,700,621.13,364,0,0,264.82,0,264.82
2019-08,14:30,370.8,700,616.3,364,1,6.8,262.77,6.8,255.97
2019-08,14:45,379.29,700,572.43,364,1,15.29,244.06,15.29,228.77
2019-08,15:00,389.09,700,544.81,364,1,25.09,232.29,25.09,207.2
2019-08,15:15,398.21,700,508.43,364,1,34.21,216.77,34.21,182.56
2019-08,15:30,397.16,700,469.76,364,1,33.16,200.29,33.16,167.13
2019-08,15:45,391.63,700,435.17,364,1,27.63,185.54,27.63,157.91
2019-08,16:00,389.64,700,409.88,364,1,25.64,174.76,25.64,149.12
2019-08,16:15,384.65,700,345.12,364,1,20.65,147.15,20.65,126.5
2019-08,16:30,387.16,700,295.43,364,1,23.16,125.96,23.16,102.8
2019-08,16:45,387.03,700,243.98,364,1,23.03,104.02,23.03,80.99
2019-08,17:00,384.55,700,196.78,364,1,20.55,83.9,20.55,63.35
2019-08,17:15,378.28,700,148.89,364,1,14.28,63.48,14.28,49.2
2019-08,17:30,365.43,700,104.05,364,1,1.43,44.36,1.43,42.93
2019-08,17:45,355.02,700,61.36,364,0,0,26.16,0,26.16
2019-08,18:00,352.9,700,23.02,364,0,0,9.81,0,9.81
2019-08,18:15,370.93,700,6.94,364,1,6.93,2.96,2.96,0
2019-08,18:30,413.76,1100,0,572,0,0,0,0,0
2019-08,18:45,440.88,1100,0,572,0,0,0,0,0
2019-08,19:00,447.39,1100,0,572,0,0,0,0,0
2019-08,19:15,446.99,1100,0,572,0,0,0,0,0
2019-08,19:30,442.78,1100,0,572,0,0,0,0,0
2019-08,19:45,439.23,1100,0,572,0,0,0,0,0
2019-08,20:00,436.04,1100,0,572,0,0,0,0,0
2019-08,20:15,432.61,1100,0,572,0,0,0,0,0
2019-08,20:30,427.37,1100,0,572,0,0,0,0,0
2019-08,20:45,420.31,1100,0,572,0,0,0,0,0
2019-08,21:00,412.62,1100,0,572,0,0,0,0,0
2019-08,21:15,401.73,1100,0,572,0,0,0,0,0
2019-08,21:30,386.1,1100,0,572,0,0,0,0,0
2019-08,21:45,368.36,1100,0,572,0,0,0,0,0
2019-08,22:00,353.28,700,0,364,0,0,0,0,0
2019-08,22:15,341.8,700,0,364,0,0,0,0,0
2019-08,22:30,328.27,700,0,364,0,0,0,0,0
2019-08,22:45,316.42,700,0,364,0,0,0,0,0
2019-08,23:00,304.38,700,0,364,0,0,0,0,0
2019-08,23:15,295.16,700,0,364,0,0,0,0,0
2019-08,23:30,284.23,700,0,364,0,0,0,0,0
2019-08,23:45,273.66,700,0,364,0,0,0,0,0
2019-09,0:00,300.26,700,0,364,0,0,0,0,0
2019-09,0:15,293.46,700,0,364,0,0,0,0,0
2019-09,0:30,288.28,700,0,364,0,0,0,0,0
2019-09,0:45,283.7,700,0,364,0,0,0,0,0
2019-09,1:00,279.4,700,0,364,0,0,0,0,0
2019-09,1:15,275.86,700,0,364,0,0,0,0,0
2019-09,1:30,270.88,700,0,364,0,0,0,0,0
2019-09,1:45,267.63,700,0,364,0,0,0,0,0
2019-09,2:00,265.5,300,0,156,1,109.5,0,0,0
2019-09,2:15,262.64,300,0,156,1,106.64,0,0,0
2019-09,2:30,261.03,300,0,156,1,105.03,0,0,0
2019-09,2:45,261.33,300,0,156,1,105.33,0,0,0
2019-09,3:00,263.2,300,0,156,1,107.2,0,0,0
2019-09,3:15,261.47,300,0,156,1,105.47,0,0,0
2019-09,3:30,254.71,300,0,156,1,98.71,0,0,0
2019-09,3:45,253.27,300,0,156,1,97.27,0,0,0
2019-09,4:00,254.77,300,0,156,1,98.77,0,0,0
2019-09,4:15,256.3,300,0,156,1,100.3,0,0,0
2019-09,4:30,255.22,300,0,156,1,99.22,0,0,0
2019-09,4:45,255.4,300,0,156,1,99.4,0,0,0
2019-09,5:00,260.49,300,0,156,1,104.49,0,0,0
2019-09,5:15,264.31,300,0,156,1,108.31,0,0,0
2019-09,5:30,263.44,300,0,156,1,107.44,0,0,0
2019-09,5:45,253.16,300,0,156,1,97.16,0,0,0
2019-09,6:00,248.3,300,0,156,1,92.3,0,0,0
2019-09,6:15,231.13,300,6.44,156,1,75.13,2.75,2.75,0
2019-09,6:30,224.51,400,19.29,208,1,16.51,8.22,8.22,0
2019-09,6:45,230.77,400,39.36,208,1,22.77,16.78,16.78,0
2019-09,7:00,243.24,400,69.44,208,1,35.24,29.61,29.61,0
2019-09,7:15,258.46,400,114.63,208,1,50.46,48.87,48.87,0
2019-09,7:30,274.93,400,153.36,208,1,66.93,65.39,65.39,0
2019-09,7:45,294.58,400,195.74,208,1,86.58,83.46,83.46,0
2019-09,8:00,313.62,700,235.26,364,0,0,100.31,0,100.31
2019-09,8:15,324.98,700,281.85,364,0,0,120.17,0,120.17
2019-09,8:30,332.83,700,331.84,364,0,0,141.48,0,141.48
2019-09,8:45,344.37,700,375.45,364,0,0,160.08,0,160.08
2019-09,9:00,347.42,700,422.85,364,0,0,180.29,0,180.29
2019-09,9:15,353.13,700,451.31,364,0,0,192.42,0,192.42
2019-09,9:30,353.1,700,507.21,364,0,0,216.25,0,216.25
2019-09,9:45,354.95,700,578.24,364,0,0,246.54,0,246.54
2019-09,10:00,369.55,700,615.41,364,1,5.55,262.39,5.55,256.84
2019-09,10:15,359.95,700,654.27,364,0,0,278.95,0,278.95
2019-09,10:30,386.34,700,690.5,364,1,22.34,294.4,22.34,272.06
2019-09,10:45,396.57,700,699.66,364,1,32.57,298.31,32.57,265.74
2019-09,11:00,400.67,700,700.02,364,1,36.67,298.46,36.67,261.79
2019-09,11:15,404.32,700,760.71,364,1,40.32,324.34,40.32,284.02
2019-09,11:30,403.78,700,759.7,364,1,39.78,323.91,39.78,284.13
2019-09,11:45,398.39,700,774.93,364,1,34.39,330.4,34.39,296.01
2019-09,12:00,385.05,700,767.1,364,1,21.05,327.06,21.05,306.01
2019-09,12:15,377.89,700,730.85,364,1,13.89,311.61,13.89,297.72
2019-09,12:30,378.25,700,741.42,364,1,14.25,316.11,14.25,301.86
2019-09,12:45,379.19,700,688.85,364,1,15.19,293.7,15.19,278.51
2019-09,13:00,381.45,700,716.36,364,1,17.45,305.43,17.45,287.98
2019-09,13:15,382.69,700,660.7,364,1,18.69,281.7,18.69,263.01
2019-09,13:30,390.08,700,632.29,364,1,26.08,269.58,26.08,243.5
2019-09,13:45,393.76,700,629.6,364,1,29.76,268.44,29.76,238.68
2019-09,14:00,400.84,700,598.58,364,1,36.84,255.21,36.84,218.37
2019-09,14:15,406.87,700,553.66,364,1,42.87,236.06,42.87,193.19
2019-09,14:30,405.62,700,542.63,364,1,41.62,231.36,41.62,189.74
2019-09,14:45,417.56,700,524.2,364,1,53.56,223.5,53.56,169.94
2019-09,15:00,425.32,700,486.82,364,1,61.32,207.56,61.32,146.24
2019-09,15:15,429.52,700,443.69,364,1,65.52,189.17,65.52,123.65
2019-09,15:30,429,700,386.79,364,1,65,164.91,65,99.91
2019-09,15:45,424.99,1100,340.46,572,0,0,145.16,0,145.16
2019-09,16:00,415.18,700,321.5,364,1,51.18,137.07,51.18,85.89
2019-09,16:15,417.64,1100,276.72,572,0,0,117.98,0,117.98
2019-09,16:30,415.98,1100,244.9,572,0,0,104.42,0,104.42
2019-09,16:45,412.92,1100,198.87,572,0,0,84.79,0,84.79
2019-09,17:00,409.2,1100,148.22,572,0,0,63.2,0,63.2
2019-09,17:15,405.82,1100,108.58,572,0,0,46.29,0,46.29
2019-09,17:30,399.4,1100,71.01,572,0,0,30.28,0,30.28
2019-09,17:45,393.84,1100,39.55,572,0,0,16.86,0,16.86
2019-09,18:00,393.2,1100,15.34,572,0,0,6.54,0,6.54
2019-09,18:15,411.21,1100,4.95,572,0,0,2.11,0,2.11
2019-09,18:30,443.34,1100,0,572,0,0,0,0,0
2019-09,18:45,461.9,1100,0,572,0,0,0,0,0
2019-09,19:00,464.79,1100,0,572,0,0,0,0,0
2019-09,19:15,468.12,1100,0,572,0,0,0,0,0
2019-09,19:30,463.48,1100,0,572,0,0,0,0,0
2019-09,19:45,460.16,1100,0,572,0,0,0,0,0
2019-09,20:00,455.81,1100,0,572,0,0,0,0,0
2019-09,20:15,450.49,1100,0,572,0,0,0,0,0
2019-09,20:30,446.99,1100,0,572,0,0,0,0,0
2019-09,20:45,442.35,1100,0,572,0,0,0,0,0
2019-09,21:00,436.26,1100,0,572,0,0,0,0,0
2019-09,21:15,427.61,1100,0,572,0,0,0,0,0
2019-09,21:30,411.05,1100,0,572,0,0,0,0,0
2019-09,21:45,395.86,1100,0,572,0,0,0,0,0
2019-09,22:00,382.93,1100,0,572,0,0,0,0,0
2019-09,22:15,369.97,1100,0,572,0,0,0,0,0
2019-09,22:30,357.02,700,0,364,0,0,0,0,0
2019-09,22:45,345.87,700,0,364,0,0,0,0,0
2019-09,23:00,329.35,700,0,364,0,0,0,0,0
2019-09,23:15,318.48,700,0,364,0,0,0,0,0
2019-09,23:30,309.59,700,0,364,0,0,0,0,0
2019-09,23:45,303.54,700,0,364,0,0,0,0,0
